conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,formar al personal para reducir el desperdicio de alimentos,released,skill/competence,sector-specific,,"Crear nuevos cursos y medidas para el desarrollo del personal con el fin de reforzar sus conocimientos sobre la prevención del desperdicio de alimentos y sobre las prácticas de reciclado de alimentos. Asegurarse de que el personal entiende los métodos y las herramientas para el reciclado de alimentos, como la separación de los residuos.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,formar sobre procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,desarrollar conceptos de ahorro de energía,released,skill/competence,cross-sector,elaborar conceptos de ahorro energético | proyectar medidas de ahorro energético,"Utilizar los resultados de las investigaciones actuales y colaborar con expertos para optimizar o desarrollar conceptos, equipos y procesos de producción que requieran una menor cantidad de energía, como las nuevas prácticas y materiales de aislamiento.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,elaborar medidas y procedimientos operativos | pensar de manera innovadora
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,realizar investigación sobre la flora,released,skill/competence,sector-specific,,"Recopilar y analizar datos sobre plantas con el fin de descubrir sus aspectos básicos, como el origen, la anatomía y la función.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analizar datos científicos o médicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,instalar bombas de calor,released,skill/competence,cross-sector,colocar bombas de calor,"Instalar bombas de calor que utilicen las propiedades físicas de sustancias denominadas refrigerantes para extraer calor de un entorno y liberarlo en un entorno más cálido, frente a un flujo de calor espontáneo. Crear las aberturas necesarias e instalar las partes de interior y de exterior de la bomba de calor. Conectarla a la electricidad y a cualquier conducto necesario, así como configurarla.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"instalar equipos de calefacción, ventilación y aire acondicionado"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,diseñar instalaciones de biomasa,released,skill/competence,sector-specific,,"Diseñar un sistema de energía de la biomasa. Definir los límites de la construcción, como el espacio necesario y el peso. Calcular indicadores como la capacidad, el flujo y las temperaturas. Realizar descripciones y dibujos detallados del diseño.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,inspeccionar construcciones mar adentro,released,skill/competence,cross-sector,examinar las construcciones mar adentro | hacer inspecciones de las construcciones offshore | realizar inspecciones de las construcciones mar adentro | llevar a cabo inspecciones de las construcciones mar adentro,"Llevar a cabo inspecciones periódicas durante y después de la construcción de instalaciones en alta mar, como plataformas petrolíferas, a fin de garantizar la minimización del riesgo y el cumplimiento de la normativa.",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"asesorar sobre cuestiones jurídicas, reglamentarias o de procedimiento"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,adoptar vías para fomentar la biodiversidad y el bienestar animal,released,skill/competence,transversal,,"Adoptar formas de actuar que ayuden a mantener unos ecosistemas estables y a combatir la extinción en masa, entre otros, optando de manera consciente por una alimentación que respalde la producción de alimentos orgánicos y el bienestar animal.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,hacer uso de capacidades y competencias medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,llevar a cabo un estudio de viabilidad para sistemas de gestión de edificios,released,skill/competence,sector-specific,,"Analizar y evaluar la viabilidad de un sistema de gestión de edificios. Llevar a cabo un estudio estandarizado para determinar la contribución en términos de ahorro de energía, los costes y las limitaciones y realizar una investigación que respalde el proceso de toma de decisiones.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analizar operaciones empresariales | ejecutar estudio de viabilidad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,retirar materiales contaminados,released,skill/competence,sector-specific,eliminar materiales contaminados | apartar material y equipos contaminados,Retirar materiales y equipos que estén contaminados por sustancias peligrosas con el fin de proteger su entorno de una contaminación posterior y de tratar o desechar los materiales contaminados.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,manipular y eliminar materiales peligrosos | evaluar la contaminación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,seguir procedimientos para el control de sustancias peligrosas para la salud,released,skill/competence,sector-specific,,"Seguir los procedimientos de control de sustancias peligrosas para la salud (COSHH) en el caso de actividades que implican sustancias peligrosas, como bacterias, alérgenos, aceite usado, pintura o líquidos de frenos, que pueden provocar una enfermedad o lesión.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,manipular y eliminar materiales peligrosos | aplicar las normas de seguridad en el ámbito laboral
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,medir árboles,released,skill/competence,cross-sector,,"Realizar todas las mediciones pertinentes en un árbol: utilizar un clinómetro para medir la altura, una cinta métrica para medir la circunferencia, y barrenas de crecimiento y calibradores de corteza para estimar la tasa de crecimiento.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,realizar mediciones relacionadas con el trabajo | medir dimensiones y propiedades relacionadas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,rescatar a animales,released,skill/competence,sector-specific,socorrer a animales | rescatar a animales en peligro | ayudar a animales en situación de riesgo | rescatar a animales en situación de riesgo | salvar a animales,Rescatar a animales a los que se encuentre en situaciones que supongan un peligro inmediato o potencial para su bienestar.,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,mantener y hacer respetar la seguridad física
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,agricultura climáticamente inteligente,released,knowledge,sector-specific,,"Un enfoque integrado para la gestión del paisaje cuyo objetivo es aumentar la productividad alimentaria y la resiliencia de los cultivos, garantizar la seguridad alimentaria, reducir las emisiones y adaptarse al cambio climático.
   ",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,redactar contratos de eficiencia energética,released,skill/competence,sector-specific,,"Preparar y revisar los contratos que describen la eficiencia energética al mismo tiempo que se garantiza que estos cumplan los requisitos legales.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,negociar un acuerdo | escritura técnica o académica
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0562cd60-cd92-47c3-bc63-30a55c5ca4fe,analizar muestras geoquímicas,released,skill/competence,sector-specific,estudiar muestras geoquímicas | examinar muestras geoquímicas,"Analizar muestras de laboratorio utilizando equipos como espectrómetros, cromatógrafos de gas, microscopios, microsondas y analizadores de carbono. Determinar la edad y las características de las muestras ambientales, como minerales, rocas o suelo.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,analizar muestras | hacer ensayos y análisis de sustancias
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,energía solar,released,knowledge,cross-sector,,"La energía que se origina a partir de la luz y el calor del sol, y que puede aprovecharse y utilizarse como fuente renovable de energía utilizando diferentes tecnologías, como la energía fotovoltaica para la producción de electricidad y la energía solar térmica para la generación de energía térmica.",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,electricidad y energía | tecnologías de energías renovables
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0625e737-2b29-4835-ac28-aeec4a8dc0f2,analizar muestras de productos de papel,released,skill/competence,sector-specific,verificar muestras de productos de papel | evaluar muestras de productos de papel,"Obtener muestras de ensayo en distintas fases del proceso de destintado y de reciclado de papel. Procesar las muestras, por ejemplo, añadiendo una cantidad medida de solución de colorante, y probarlas para determinar valores como el nivel de pH, la resistencia al desgarro o el grado de desintegración.",http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,preparar muestras para pruebas | hacer ensayos y análisis de sustancias
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,gestionar licencias para el aprovechamiento de recursos terrestres,released,skill/competence,sector-specific,gestionar permisos para el aprovechamiento de recursos naturales | administrar la emisión de licencias para el uso de recursos terrestres,Estudiar el posible impacto de la utilización de recursos terrestres en el agua y los hábitats acuáticos. Formular recomendaciones en cuanto a la concesión o la denegación de licencias para estos fines.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"preparar documentación para contratos, solicitudes o permisos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,llevar a cabo un estudio de viabilidad sobre la energía eólica a pequeña escala,released,skill/competence,sector-specific,,"Analizar y evaluar la viabilidad de sistemas de energía eólica a pequeña escala. Llevar a cabo un estudio normalizado para estimar la demanda necesaria de electricidad del edificio y la parte del suministro total que corresponde a la energía eólica a pequeña escala y realizar una investigación para apoyar el proceso de toma de decisiones.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,ejecutar estudio de viabilidad | analizar operaciones empresariales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,producir cultivos de los que extraer biomasa,released,skill/competence,sector-specific,desarrollar cultivos de los que extraer biomasa,"Producir cultivos de los que extraer biomasa, procesar cultivos para la producción de biomasa.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivar terrenos y plantar cultivos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/078e6210-224d-4331-9c8e-f881259b6bb0,uso seguro de plaguicidas,released,knowledge,sector-specific,utilización segura de plaguicidas | empleo seguro de plaguicidas,"Precauciones y normas relativas al transporte, almacenamiento y manipulación de sustancias químicas exterminadoras de plagas.",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,examinar sistemas de silos,released,skill/competence,sector-specific,verificar sistemas de silos | inspeccionar sistemas de silos,Examinar los sistemas de silos para reducir al mínimo las emisiones nocivas durante su uso.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,interpretar datos científicos para determinar la calidad del agua,released,skill/competence,cross-sector,evaluar datos científicos para determinar la calidad del agua | observar datos científicos para determinar la calidad del agua | analizar datos científicos para determinar la calidad del agua,Analizar e interpretar datos como las propiedades biológicas para conocer la calidad del agua.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"gestionar los ensayos de calidad del agua | evaluar datos, información y contenido digitales | analizar datos científicos | analizar datos científicos o médicos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,política ambiental,released,knowledge,cross-sector,"política medioambiental local, nacional e internacional | política medioambiental | política ambiental local, nacional e internacional | política del medioambiente","Políticas locales, nacionales e internacionales relacionadas con la promoción de la sostenibilidad ambiental y el desarrollo de proyectos que reduzcan el impacto ambiental negativo y mejoren el estado del medio ambiente.",http://data.europa.eu/esco/isced-f/0521,ciencias del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,garantizar el cumplimiento de la legislación ambiental,released,skill/competence,cross-sector,velar por el cumplimiento de la legislación medioambiental | verificar el cumplimiento de legislación ambiental | asegurar el cumplimiento de la legislación del medio ambiente,"Realizar un seguimiento de las actividades y llevar a cabo tareas que garanticen el cumplimiento de las normas relativas a la protección y la sostenibilidad ambiental, así como modificar las actividades en caso de que se produzcan cambios en la legislación ambiental. Garantizar que los procesos se ajusten a la normativa ambiental y a las mejores prácticas.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,garantizar el cumplimiento de los requisitos legales | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,instalar paneles fotovoltaicos,released,skill/competence,occupation-specific,colocar paneles fotovoltaicos | instalar paneles solares,Instalar de forma segura paneles fotovoltaicos utilizando un sistema de montaje establecido y con la posición e inclinación determinadas.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"colocar adecuadamente materiales, herramientas o equipos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09c28e46-712a-4c11-a4ae-67ae554ea940,asesorar sobre la reducción del uso de sustancias químicas,released,skill/competence,cross-sector,,"Prestar asesoramiento para reducir el uso de sustancias químicas como los plaguicidas, así como las emisiones de diversas sustancias químicas para limitar sus repercusiones en el medio ambiente y reducir su riesgo para las personas. Mantenerse al día de la reglamentación y las políticas en este campo.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,tipos de generadores de corrientes de marea,released,knowledge,sector-specific,,"diversos tipos de generadores, como turbinas de flujo transversal, turbinas de flujo aumentado, dispositivos de efecto Venturi o turbinas de cometas submarinas. Se utilizan para extraer energía de corrientes de agua, tanto en ríos y estuarios, utilizando el rango de marea, como en corrientes submarinas marítimas.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,realizar balances energéticos,released,skill/competence,sector-specific,realizar auditorías energéticas | analizar balances energéticos | analizar el consumo de energía,Analizar y evaluar el consumo de energía de forma sistemática para mejorar la eficiencia energética.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,analizar operaciones empresariales | pensar de manera crítica
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,requisitos legales del ámbito marítimo,released,knowledge,sector-specific,ámbito de aplicación de los convenios de la OMI | ámbito de aplicación de los convenios de la Organización Marítima Internacional | ámbito de aplicación de los convenios de la Organización Marítima Internacional (OMI),"Convenios de la Organización Marítima Internacional (OMI) sobre la seguridad de la vida humana en el mar, la seguridad y la protección del medio marino.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,Derecho marítimo | derecho
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,desarrollar planes de gestión,released,skill/competence,sector-specific,diseñar planes de gestión | elaborar planes de gestión | crear planes de gestión,"Desarrollar planes de gestión para mantener la pesca y el hábitat, o para recuperarlos cuando sea necesario.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"desarrollar planes financieros, empresariales o de comercialización"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,aplicar técnicas de labranza sostenibles,released,skill/competence,sector-specific,,"Aplicar técnicas de labranza sostenibles, como el laboreo de conservación o la agricultura sin labranza, con el fin de minimizar los efectos en el suelo.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivar terrenos y plantar cultivos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,tipos de materiales aislantes,released,knowledge,cross-sector,,"Diversos tipos de material aislante y sus usos prácticos, ventajas, riesgos y costes.",http://data.europa.eu/esco/isced-f/0732,construcción e ingeniería civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,adoptar vías para reducir la contaminación,released,skill/competence,transversal,,"Adoptar medidas destinadas a reducir la contaminación atmosférica, acústica, lumínica, hídrica o ambiental, como utilizar el transporte público, no dejar residuos en el entorno natural y reducir las emisiones lumínicas y acústicas innecesarias, en especial durante la noche.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,hacer uso de capacidades y competencias medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f5ea2-dee7-4d6f-9f1d-93772148e6f8,evaluar el manejo de los animales,released,skill/competence,sector-specific,examinar el manejo de los animales | examinar la gestión de los animales | evaluar la gestión de los animales | examinar el cuidado de los animales | evaluar el cuidado de los animales,"Evaluar el manejo de una amplia variedad de animales, incluidos los cuidados, el bienestar y el entorno de alojamiento de los animales en un zoológico, una reserva de fauna salvaje, un establo, una granja o una instalación de investigación animal.",http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,vigilar las condiciones sanitarias de las personas y los animales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,asesorar sobre el impacto ambiental de proyectos mineros,released,skill/competence,sector-specific,,"Asesorar a ingenieros, topógrafos y personal geotécnico y metalúrgico sobre la protección del medio ambiente y la rehabilitación del terreno en relación con actividades mineras.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar a otras personas | transmitir información sobre el impacto ambiental de la minería | asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,realizar controles de sedimentos,released,skill/competence,sector-specific,controlar la sedimentación y la erosión | realizar controles de sedimentos y erosión,Gestionar los procesos y proyectos de control de sedimentos. Planificar acciones de control de sedimentos para evitar que los suelos erosionados contaminen vías fluviales próximas.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organizar, planificar y programar trabajo y actividades"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,tecnologías verdes,released,knowledge,occupation-specific,,"La utilización de sistemas TIC de una manera ambientalmente responsable y sostenible, como la implementación de servidores y unidades centrales de procesamiento (CPU) energéticamente eficientes, la reducción de recursos y la eliminación correcta de los desechos electrónicos.",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,explotar plantas de biogás,released,skill/competence,occupation-specific,explotar instalaciones de metanización | explotar instalaciones de biogás,"Manejar equipos que tratan los cultivos energéticos y los residuos de las explotaciones, denominados digestores anaerobios. Garantizar que el equipo funcione correctamente en la transformación de la biomasa en biogás, que se utiliza para la generación de calor y electricidad.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"manejar sistemas o equipos de tratamiento de petróleo, sustancias químicas o agua"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,utilizar equipos para la desinfección del agua,released,skill/competence,sector-specific,manejar equipos para la desinfección del agua | operar equipos para la desinfección del agua | manipular equipos para la desinfección del agua,"Manejar equipos para la desinfección del agua, utilizando diferentes métodos y técnicas, como la filtración mecánica, en función de las necesidades.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"manejar sistemas o equipos de tratamiento de petróleo, sustancias químicas o agua"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,evaluar el funcionamiento de turbinas eólicas,released,skill/competence,sector-specific,,"Probar nuevos diseños de palas de turbinas eólicas destinadas a su uso en parques eólicos, de modo que las palas sean funcionales y seguras para emplearse en el parque eólico al que van destinadas.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalar componentes de madera y de metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,tecnologías sostenibles,released,knowledge,cross-sector,,"Tecnologías que tienen la finalidad de reducir los riesgos medioambientales y ecológicos, logrando al mismo tiempo un impacto económico, social y medioambiental positivo. Se trata de tecnologías innovadoras diseñadas para prevenir y reducir la incidencia negativa de la humanidad en el planeta y que este se recupere.
	",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,elaborar políticas de agricultura,released,skill/competence,cross-sector,elaborar políticas agrícolas,"Elaborar programas para el desarrollo de nuevas tecnologías y metodologías en la agricultura, así como para el desarrollo y la aplicación de una mayor sostenibilidad y sensibilización medioambiental en la agricultura.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,elaborar políticas y legislación
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,alianzas sociales,released,knowledge,sector-specific,,"La creación de relaciones de cooperación entre diversos actores (empresas, organizaciones sin ánimo de lucro u organizaciones del sector público) a través de las que pueden poner en común recursos y conocimientos para una causa común: por lo general, solucionar un problema social o medioambiental.
   ",http://data.europa.eu/esco/isced-f/0314,sociología y estudios culturales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,garantizar que los aditivos de alimentos y piensos no tengan efectos nocivos,released,skill/competence,occupation-specific,velar por que los aditivos de alimentos y piensos no perjudiquen la salud de humanos o animales ni el medio ambiente | asegurar que los aditivos de alimentos y piensos no causen efectos perjudiciales,Garantizar que los aditivos de alimentos y piensos se sometan a una evaluación científica para determinar si el aditivo tiene efectos nocivos para la salud humana o animal o para el medio ambiente.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,cumplir los procedimientos de salud y seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,desarrollar procesos de gestión de residuos,released,skill/competence,sector-specific,diseñar procesos de gestión de residuos | establecer procedimientos de gestión de residuos,"Desarrollar equipos, métodos y procedimientos que puedan aplicarse en diversos tipos de instalaciones de tratamiento y eliminación de residuos con el fin de mejorar la eficiencia de los procesos de gestión de residuos, reducir el impacto ambiental y garantizar la seguridad del personal que trabaja en la gestión de residuos.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,elaborar medidas y procedimientos operativos | gestionar residuos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,coordinar actividades de mantenimiento de invernaderos,released,skill/competence,sector-specific,gestionar actividades de mantenimiento de invernaderos | organizar actividades de mantenimiento de invernaderos,Ocuparse de la calefacción y refrigeración de los invernaderos. Colaborar con el Administrador de Terrenos y Edificios en el mantenimiento de los sistemas de riego y de equipamiento hortícola en buen estado.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,dirigir actividades operativas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,definir el sistema de calefacción y enfriamiento apropiado,released,skill/competence,sector-specific,,"Definir el sistema apropiado teniendo en cuenta las fuentes de energía disponibles (suelo, gas, electricidad, urbana, etc.) y ajustándose a las demandas de los edificios de consumo de energía casi nulo.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,desarrollar objetivos y estrategias
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transporte de materiales peligrosos,released,knowledge,sector-specific,,"Normativa y procedimientos de seguridad relacionados con el transporte de materiales y productos peligrosos, como los residuos peligrosos, las sustancias químicas, los explosivos y los materiales inflamables.",http://data.europa.eu/esco/isced-f/1041,servicios de transporte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,impacto del cambio climático,released,knowledge,cross-sector,consecuencias del cambio climático | efectos del cambio climático,"La comprensión de las repercusiones del cambio climático en la biodiversidad y en las condiciones de vida de las plantas y los animales.
    ",http://data.europa.eu/esco/isced-f/0532,ciencias de la tierra
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potencial de ahorro de energía de los sistemas de cambio automático,released,knowledge,occupation-specific,,"Potencial para ahorrar energía en sistemas de cambio automático a través de mecanismos como una mayor eficiencia y una mejor anticipación de los acontecimientos.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,eficiencia energética | electricidad y energía
